Namn;pgkod;persnr;Namn;meritp;Namn ;Kurskod;HP;Obligatorisk;betyg
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;IT-rätt;HAFA61;5;1;G
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Affärssystem och organisering;HIIC81;5;0;U
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Databaser och datamodellering;HIIB62;5;1;U
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Organisationsteori;HFEA64;5;1;U
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;U
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Design för användbarhet;HIID70;10;0;G
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;G
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Objektorienterad systemutveckling;HIIC78;5;1;U
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Inter och Intranet;HIIB72;5;1;VG
Systemvetenskap;LIU50008;1348537678;Drucie Dall'oste;14.01;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;9753468327;Jackie Lorenzo;20.00;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;9753468327;Jackie Lorenzo;20.00;Konstruktion av programvara;HIIB70;5;1;VG
Systemvetenskap;LIU50008;9753468327;Jackie Lorenzo;20.00;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;VG
Systemvetenskap;LIU50008;9753468327;Jackie Lorenzo;20.00;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;VG
Systemvetenskap;LIU50008;9753468327;Jackie Lorenzo;20.00;Statistiska metoder;HSTA69;5;0;G
Systemvetenskap;LIU50008;9753468327;Jackie Lorenzo;20.00;Databaser och datamodellering;HIIB62;5;1;G
Systemvetenskap;LIU50008;9753468327;Jackie Lorenzo;20.00;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;9753468327;Jackie Lorenzo;20.00;Objektorienterad systemutveckling;HIIC78;5;1;G
Systemvetenskap;LIU50008;9753468327;Jackie Lorenzo;20.00;Inter och Intranet;HIIB72;5;1;VG
Systemvetenskap;LIU50008;9753468327;Jackie Lorenzo;20.00;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Konstruktion av programvara;HIIB70;5;1;VG
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Socialpsykologi i arbetslivet;HSOA65;5;0;G
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;IT-rätt;HAFA61;5;1;G
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Introduktion till systemutveckling;HIIA67;15;1;G
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Organisationsteori;HFEA64;5;1;U
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;U
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;VG
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Datorteknik och datornät;HIIC62;5;1;U
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Objektorienterad systemutveckling;HIIC78;5;1;G
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Inter och Intranet;HIIB72;5;1;U
Systemvetenskap;LIU50008;8034938293;Krissie McGonagle;14.97;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;U
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Konstruktion av programvara;HIIB70;5;1;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Socialpsykologi i arbetslivet;HSOA65;5;0;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Databaser och datamodellering;HIIB62;5;1;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Statistiska metoder;HSTA69;5;0;VG
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Design för användbarhet;HIID70;10;0;VG
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Objektorienterad systemutveckling;HIIC78;5;1;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Inter och Intranet;HIIB72;5;1;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;7232925135;Hedwiga Burrows;16.90;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;G
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Konstruktion av programvara;HIIB70;5;1;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Socialpsykologi i arbetslivet;HSOA65;5;0;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Statistiska metoder;HSTA69;5;0;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Databasteknik;HIID78;5;0;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Handlingsbarhet design och utvärdering;HIIC80;5;0;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Organisationsteori;HFEA64;5;1;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Informatik, teknik och lärande;HIIA66;5;1;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Diskret matematik och logik;HMAA61;5;0;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Design för användbarhet;HIID70;10;0;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Datorteknik och datornät;HIIC62;5;1;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Objektorienterad systemutveckling;HIIC78;5;1;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Konstruktion och förvaltning av programvara;HIIB69;10;1;U
Systemvetenskap;LIU50008;8136435090;Opaline Unxlb;6.71;Inter och Intranet;HIIB72;5;1;U
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;IT-rätt;HAFA61;5;1;G
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Statistiska metoder;HSTA69;5;0;VG
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Socialpsykologi i arbetslivet;HSOA65;5;0;G
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Introduktion till systemutveckling;HIIA67;15;1;VG
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Handlingsbarhet design och utvärdering;HIIC80;5;0;VG
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Objektorienterad systemutveckling;HIIC78;5;1;G
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;9070168494;Rennie McKinley;18.97;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;G
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Konstruktion av programvara;HIIB70;5;1;G
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Socialpsykologi i arbetslivet;HSOA65;5;0;G
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Affärssystem och organisering;HIIC81;5;0;VG
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;IT-rätt;HAFA61;5;1;VG
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Introduktion till systemutveckling;HIIA67;15;1;G
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Handlingsbarhet design och utvärdering;HIIC80;5;0;U
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Organisationsteori;HFEA64;5;1;VG
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Informatik, teknik och lärande;HIIA66;5;1;VG
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;U
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Design för användbarhet;HIID70;10;0;G
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Objektorienterad systemutveckling;HIIC78;5;1;G
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Inter och Intranet;HIIB72;5;1;G
Systemvetenskap;LIU50008;1640818806;Ruthanne Tohama;15.62;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;VG
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Databaser och datamodellering;HIIB62;5;1;VG
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Statistiska metoder;HSTA69;5;0;VG
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;IT-rätt;HAFA61;5;1;U
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Introduktion till systemutveckling;HIIA67;15;1;G
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Diskret matematik och logik;HMAA61;5;0;U
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;VG
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Inter och Intranet;HIIB72;5;1;G
Systemvetenskap;LIU50008;1776260634;Sher Gorfine;15.85;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;G
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;IT-rätt;HAFA61;5;1;VG
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Databasteknik;HIID78;5;0;U
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Informatik, teknik och lärande;HIIA66;5;1;VG
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;G
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Datorteknik och datornät;HIIC62;5;1;G
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Objektorienterad systemutveckling;HIIC78;5;1;U
Systemvetenskap;LIU50008;8507987423;Cherish Blatherwick;16.41;Inter och Intranet;HIIB72;5;1;VG
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Konstruktion av programvara;HIIB70;5;1;VG
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Socialpsykologi i arbetslivet;HSOA65;5;0;VG
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;IT-rätt;HAFA61;5;1;G
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Statistiska metoder;HSTA69;5;0;G
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Introduktion till systemutveckling;HIIA67;15;1;VG
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Ekonomiska aspekter på informationssystem;HFEA65;10;1;VG
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;VG
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Objektorienterad systemutveckling;HIIC78;5;1;G
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Konstruktion och förvaltning av programvara;HIIB69;10;1;VG
Systemvetenskap;LIU50008;2003093861;Carrie Gylys;20.00;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;G
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Konstruktion av programvara;HIIB70;5;1;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Affärssystem och organisering;HIIC81;5;0;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Socialpsykologi i arbetslivet;HSOA65;5;0;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Databaser och datamodellering;HIIB62;5;1;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Ekonomiska aspekter på informationssystem;HFEA65;10;1;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Handlingsbarhet design och utvärdering;HIIC80;5;0;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Design för användbarhet;HIID70;10;0;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Datorteknik och datornät;HIIC62;5;1;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Objektorienterad systemutveckling;HIIC78;5;1;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Inter och Intranet;HIIB72;5;1;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Konstruktion och förvaltning av programvara;HIIB69;10;1;U
Systemvetenskap;LIU50008;9439991297;Karina Laruffa;7.12;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;U
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Databaser och datamodellering;HIIB62;5;1;G
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Statistiska metoder;HSTA69;5;0;G
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Socialpsykologi i arbetslivet;HSOA65;5;0;VG
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Introduktion till systemutveckling;HIIA67;15;1;G
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Diskret matematik och logik;HMAA61;5;0;G
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Design för användbarhet;HIID70;10;0;G
Systemvetenskap;LIU50008;4854822613;Camila Klein;17.82;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;G
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Socialpsykologi i arbetslivet;HSOA65;5;0;VG
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;IT-rätt;HAFA61;5;1;U
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Databaser och datamodellering;HIIB62;5;1;G
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Statistiska metoder;HSTA69;5;0;G
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Introduktion till systemutveckling;HIIA67;15;1;G
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Ekonomiska aspekter på informationssystem;HFEA65;10;1;G
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Handlingsbarhet design och utvärdering;HIIC80;5;0;U
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Organisationsteori;HFEA64;5;1;U
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Design för användbarhet;HIID70;10;0;U
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Systemutvecklingsmetoder och CASE verktyg;HIIB73;5;1;G
Systemvetenskap;LIU50008;8567167720;Merrie Hanlan;14.89;Objektorienterad systemutveckling;HIIC78;5;1;G
Systemvetenskap;LIU50008;5765459640;Terese D'Angelo;17.29;Databasteknik;HIID78;5;0;G
Systemvetenskap;LIU50008;5765459640;Terese D'Angelo;17.29;Handlingsbarhet design och utvärdering;HIIC80;5;0;G
Systemvetenskap;LIU50008;5765459640;Terese D'Angelo;17.29;Konstruktion av programvara;HIIB70;5;1;G
Systemvetenskap;LIU50008;5765459640;Terese D'Angelo;17.29;Organisationsteori;HFEA64;5;1;G
Systemvetenskap;LIU50008;5765459640;Terese D'Angelo;17.29;Informatik, teknik och lärande;HIIA66;5;1;G
Systemvetenskap;LIU50008;5765459640;Terese D'Angelo;17.29;Forskningsansatser och forskningsperspektiv inom informatik;HIID77;5;0;G
Systemvetenskap;LIU50008;5765459640;Terese D'Angelo;17.29;Design för användbarhet;HIID70;10;0;G
Systemvetenskap;LIU50008;5765459640;Terese D'Angelo;17.29;Socialpsykologi i arbetslivet;HSOA65;5;0;G
Systemvetenskap;LIU50008;5765459640;Terese D'Angelo;17.29;Statistiska metoder;HSTA69;5;0;VG
Systemvetenskap;LIU50008;5765459640;Terese D'Angelo;17.29;Konstruktion och förvaltning av programvara;HIIB69;10;1;G
Systemvetenskap;LIU50008;5765459640;Terese D'Angelo;17.29;Samhällsvetenskaplig kunskapsbildning;HIIC65;5;1;G
Systemvetenskap;LIU50008;9584471872;Melany OTTCO;12.41;Konstruktion av programvara;HIIB70;5;1;G
Systemvetenskap;LIU50008;9584471872;Melany OTTCO;12.41;Affärssystem och organisering;HIIC81;5;0;G
Systemvetenskap;LIU50008;9584471872;Melany OTTCO;12.41;Socialpsykologi i arbetslivet;HSOA65;5;0;G
Systemvetenskap;LIU50008;9584471872;Melany OTTCO;12.41;Statistiska metoder;HSTA69;5;0;VG
Systemvetenskap;LIU50008;9584471872;Melany OTTCO;12.41;Databaser och datamodellering;HIIB62;5;1;U
Systemvetenskap;LIU50008;9584471872;Melany OTTCO;12.41;Introduktion till systemutveckling;HIIA67;15;1;U
Systemvetenskap;LIU50008;9584471872;Melany OTTCO;12.41;Databasteknik;HIID78;5;0;U
